source,probe,metric,value,train_on,test_on,layer,position
all,group,transfer_accuracy,0.9995899118310436,dpo__none,final__none,26,pre_gen
all,behavior,transfer_auroc,0.9638496844520941,dpo__none,final__none,26,pre_gen
all,group,cv_accuracy,0.8279270929873339,base__none,base__none,26,first_gen
all,group,majority,0.419524250849552,base__none,base__none,26,first_gen
all,behavior,cv_auroc,0.6263295689890978,base__none,base__none,26,first_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,26,first_gen
false_reject,behavior,cv_auroc,0.5653828675301068,base__none,base__none,26,first_gen
or_bench,behavior,cv_auroc,0.6170812603648425,base__none,base__none,26,first_gen
xstest,behavior,cv_auroc,0.5596491228070176,base__none,base__none,26,first_gen
all,group,cv_accuracy,0.8065316246382803,sft__none,sft__none,26,first_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,26,first_gen
all,behavior,cv_auroc,0.8962602218725961,sft__none,sft__none,26,first_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,26,first_gen
false_reject,behavior,cv_auroc,0.8876793400286944,sft__none,sft__none,26,first_gen
or_bench,behavior,cv_auroc,0.8700577412409474,sft__none,sft__none,26,first_gen
xstest,behavior,cv_auroc,0.7574484339190222,sft__none,sft__none,26,first_gen
all,group,cv_accuracy,0.8236139630390144,dpo__none,dpo__none,26,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,26,first_gen
all,behavior,cv_auroc,0.9050960987763431,dpo__none,dpo__none,26,first_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,26,first_gen
false_reject,behavior,cv_auroc,0.8570319488278679,dpo__none,dpo__none,26,first_gen
or_bench,behavior,cv_auroc,0.8814742895552485,dpo__none,dpo__none,26,first_gen
xstest,behavior,cv_auroc,0.8249504026140739,dpo__none,dpo__none,26,first_gen
all,group,cv_accuracy,0.8234570432643018,final__none,final__none,26,first_gen
all,group,majority,0.38609801107238056,final__none,final__none,26,first_gen
all,behavior,cv_auroc,0.9141164658634537,final__none,final__none,26,first_gen
all,behavior,refusal_rate,0.336,final__none,final__none,26,first_gen
false_reject,behavior,cv_auroc,0.896263964144759,final__none,final__none,26,first_gen
or_bench,behavior,cv_auroc,0.8837333333333334,final__none,final__none,26,first_gen
xstest,behavior,cv_auroc,0.8251881811032468,final__none,final__none,26,first_gen
all,group,transfer_accuracy,0.5128152128978917,base__none,sft__none,26,first_gen
all,behavior,transfer_auroc,0.7572775980509091,base__none,sft__none,26,first_gen
all,group,transfer_accuracy,0.5154004106776181,base__none,dpo__none,26,first_gen
all,behavior,transfer_auroc,0.5716765173605761,base__none,dpo__none,26,first_gen
all,group,transfer_accuracy,0.503793315562846,base__none,final__none,26,first_gen
all,behavior,transfer_auroc,0.5798938611589214,base__none,final__none,26,first_gen
all,group,transfer_accuracy,0.8476386036960986,sft__none,dpo__none,26,first_gen
all,behavior,transfer_auroc,0.9219755268643396,sft__none,dpo__none,26,first_gen
all,group,transfer_accuracy,0.8476522452327251,sft__none,final__none,26,first_gen
all,behavior,transfer_auroc,0.9218187033849685,sft__none,final__none,26,first_gen
all,group,transfer_accuracy,0.993643633381177,dpo__none,final__none,26,first_gen
all,behavior,transfer_auroc,0.9560499139414802,dpo__none,final__none,26,first_gen
all,group,cv_accuracy,0.835032437442076,base__none,base__none,31,pre_gen
all,group,majority,0.419524250849552,base__none,base__none,31,pre_gen
all,behavior,cv_auroc,0.6267515923566878,base__none,base__none,31,pre_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,31,pre_gen
false_reject,behavior,cv_auroc,0.5653544648943423,base__none,base__none,31,pre_gen
or_bench,behavior,cv_auroc,0.6336097291321171,base__none,base__none,31,pre_gen
xstest,behavior,cv_auroc,0.5491228070175439,base__none,base__none,31,pre_gen
all,group,cv_accuracy,0.8373294749896651,sft__none,sft__none,31,pre_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,31,pre_gen
all,behavior,cv_auroc,0.8473453284266558,sft__none,sft__none,31,pre_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,31,pre_gen
false_reject,behavior,cv_auroc,0.8476327116212339,sft__none,sft__none,31,pre_gen
or_bench,behavior,cv_auroc,0.8245498140536309,sft__none,sft__none,31,pre_gen
xstest,behavior,cv_auroc,0.6228418640183346,sft__none,sft__none,31,pre_gen
all,group,cv_accuracy,0.8275154004106776,dpo__none,dpo__none,31,pre_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,31,pre_gen
all,behavior,cv_auroc,0.8974006378481783,dpo__none,dpo__none,31,pre_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,31,pre_gen
false_reject,behavior,cv_auroc,0.8415891714907766,dpo__none,dpo__none,31,pre_gen
or_bench,behavior,cv_auroc,0.8751633742858209,dpo__none,dpo__none,31,pre_gen
xstest,behavior,cv_auroc,0.7709184268876181,dpo__none,dpo__none,31,pre_gen
all,group,cv_accuracy,0.8283781012917777,final__none,final__none,31,pre_gen
all,group,majority,0.38609801107238056,final__none,final__none,31,pre_gen
all,behavior,cv_auroc,0.9209581181870339,final__none,final__none,31,pre_gen
all,behavior,refusal_rate,0.336,final__none,final__none,31,pre_gen
false_reject,behavior,cv_auroc,0.8817981135861931,final__none,final__none,31,pre_gen
or_bench,behavior,cv_auroc,0.9056313725490196,final__none,final__none,31,pre_gen
xstest,behavior,cv_auroc,0.8782159307942927,final__none,final__none,31,pre_gen
all,group,transfer_accuracy,0.5372054568003307,base__none,sft__none,31,pre_gen
all,behavior,transfer_auroc,0.6671616228487498,base__none,sft__none,31,pre_gen
all,group,transfer_accuracy,0.4868583162217659,base__none,dpo__none,31,pre_gen
all,behavior,transfer_auroc,0.6895912131616512,base__none,dpo__none,31,pre_gen
all,group,transfer_accuracy,0.4839040393684642,base__none,final__none,31,pre_gen
all,behavior,transfer_auroc,0.6942971887550202,base__none,final__none,31,pre_gen
all,group,transfer_accuracy,0.851129363449692,sft__none,dpo__none,31,pre_gen
all,behavior,transfer_auroc,0.919827077440118,sft__none,dpo__none,31,pre_gen
all,group,transfer_accuracy,0.8419110108673364,sft__none,final__none,31,pre_gen
all,behavior,transfer_auroc,0.9211990820424556,sft__none,final__none,31,pre_gen
all,group,transfer_accuracy,0.9995899118310436,dpo__none,final__none,31,pre_gen
all,behavior,transfer_auroc,0.9610900745840505,dpo__none,final__none,31,pre_gen
all,group,cv_accuracy,0.8337967253629904,base__none,base__none,31,first_gen
all,group,majority,0.419524250849552,base__none,base__none,31,first_gen
all,behavior,cv_auroc,0.6354108866398345,base__none,base__none,31,first_gen
all,behavior,refusal_rate,0.1719409282700422,base__none,base__none,31,first_gen
false_reject,behavior,cv_auroc,0.5790445353328789,base__none,base__none,31,first_gen
or_bench,behavior,cv_auroc,0.6268103924820343,base__none,base__none,31,first_gen
xstest,behavior,cv_auroc,0.612280701754386,base__none,base__none,31,first_gen
all,group,cv_accuracy,0.7959900785448533,sft__none,sft__none,31,first_gen
all,group,majority,0.38776353865233565,sft__none,sft__none,31,first_gen
all,behavior,cv_auroc,0.8880130368242038,sft__none,sft__none,31,first_gen
all,behavior,refusal_rate,0.40982286634460546,sft__none,sft__none,31,first_gen
false_reject,behavior,cv_auroc,0.8783536585365854,sft__none,sft__none,31,first_gen
or_bench,behavior,cv_auroc,0.8692503425327852,sft__none,sft__none,31,first_gen
xstest,behavior,cv_auroc,0.7527119938884644,sft__none,sft__none,31,first_gen
all,group,cv_accuracy,0.817864476386037,dpo__none,dpo__none,31,first_gen
all,group,majority,0.3868583162217659,dpo__none,dpo__none,31,first_gen
all,behavior,cv_auroc,0.8949091342533775,dpo__none,dpo__none,31,first_gen
all,behavior,refusal_rate,0.3272,dpo__none,dpo__none,31,first_gen
false_reject,behavior,cv_auroc,0.8514792999274274,dpo__none,dpo__none,31,first_gen
or_bench,behavior,cv_auroc,0.8735202957541357,dpo__none,dpo__none,31,first_gen
xstest,behavior,cv_auroc,0.8307853891936048,dpo__none,dpo__none,31,first_gen
all,group,cv_accuracy,0.816075456223088,final__none,final__none,31,first_gen
all,group,majority,0.38609801107238056,final__none,final__none,31,first_gen
all,behavior,cv_auroc,0.9096069994262765,final__none,final__none,31,first_gen
all,behavior,refusal_rate,0.336,final__none,final__none,31,first_gen
false_reject,behavior,cv_auroc,0.8906950297678774,final__none,final__none,31,first_gen
or_bench,behavior,cv_auroc,0.880313725490196,final__none,final__none,31,first_gen
xstest,behavior,cv_auroc,0.8481069542748007,final__none,final__none,31,first_gen
all,group,transfer_accuracy,0.5128152128978917,base__none,sft__none,31,first_gen
all,behavior,transfer_auroc,0.7085020785479379,base__none,sft__none,31,first_gen
all,group,transfer_accuracy,0.4271047227926078,base__none,dpo__none,31,first_gen
all,behavior,transfer_auroc,0.59733871366315,base__none,dpo__none,31,first_gen
all,group,transfer_accuracy,0.40721755177363134,base__none,final__none,31,first_gen
all,behavior,transfer_auroc,0.5871772805507746,base__none,final__none,31,first_gen
all,group,transfer_accuracy,0.8371663244353182,sft__none,dpo__none,31,first_gen
all,behavior,transfer_auroc,0.9001828653163512,sft__none,dpo__none,31,first_gen
all,group,transfer_accuracy,0.8415009226983802,sft__none,final__none,31,first_gen
all,behavior,transfer_auroc,0.9036115892139989,sft__none,final__none,31,first_gen
all,group,transfer_accuracy,0.9905679721140045,dpo__none,final__none,31,first_gen
all,behavior,transfer_auroc,0.950114744693058,dpo__none,final__none,31,first_gen
