layer,position,vector,pair,cosine
19,pre_gen,harmful,dpo__none->final__none,0.9993035197257996
19,pre_gen,v_ref,base__none->sft__none,0.18578988313674927
19,pre_gen,v_ref,base__none->dpo__none,0.18790088593959808
19,pre_gen,v_ref,base__none->final__none,0.18754811584949493
19,pre_gen,v_ref,sft__none->dpo__none,0.9462034106254578
19,pre_gen,v_ref,sft__none->final__none,0.9422389268875122
19,pre_gen,v_ref,dpo__none->final__none,0.9991614818572998
19,pre_gen,v_over,base__none->sft__none,0.26713991165161133
19,pre_gen,v_over,base__none->dpo__none,0.19069114327430725
19,pre_gen,v_over,base__none->final__none,0.1903279721736908
19,pre_gen,v_over,sft__none->dpo__none,0.6983386874198914
19,pre_gen,v_over,sft__none->final__none,0.6917368769645691
19,pre_gen,v_over,dpo__none->final__none,0.9981142282485962
19,first_gen,harmless,base__none->sft__none,0.6236408948898315
19,first_gen,harmless,base__none->dpo__none,0.5154016613960266
19,first_gen,harmless,base__none->final__none,0.5120712518692017
19,first_gen,harmless,sft__none->dpo__none,0.9284869432449341
19,first_gen,harmless,sft__none->final__none,0.9251230955123901
19,first_gen,harmless,dpo__none->final__none,0.9989391565322876
19,first_gen,pseudo_harm,base__none->sft__none,0.6289852857589722
19,first_gen,pseudo_harm,base__none->dpo__none,0.5512111186981201
19,first_gen,pseudo_harm,base__none->final__none,0.546307384967804
19,first_gen,pseudo_harm,sft__none->dpo__none,0.8541373610496521
19,first_gen,pseudo_harm,sft__none->final__none,0.8471236228942871
19,first_gen,pseudo_harm,dpo__none->final__none,0.9979388117790222
19,first_gen,harmful,base__none->sft__none,0.5199137926101685
19,first_gen,harmful,base__none->dpo__none,0.4632296562194824
19,first_gen,harmful,base__none->final__none,0.46332547068595886
19,first_gen,harmful,sft__none->dpo__none,0.9497737884521484
19,first_gen,harmful,sft__none->final__none,0.9470199942588806
19,first_gen,harmful,dpo__none->final__none,0.9994123578071594
19,first_gen,v_ref,base__none->sft__none,0.17014019191265106
19,first_gen,v_ref,base__none->dpo__none,0.169578418135643
19,first_gen,v_ref,base__none->final__none,0.1719842255115509
19,first_gen,v_ref,sft__none->dpo__none,0.9482184052467346
19,first_gen,v_ref,sft__none->final__none,0.9417592287063599
19,first_gen,v_ref,dpo__none->final__none,0.9990030527114868
19,first_gen,v_over,base__none->sft__none,0.08484870195388794
19,first_gen,v_over,base__none->dpo__none,0.0997343510389328
19,first_gen,v_over,base__none->final__none,0.08715255558490753
19,first_gen,v_over,sft__none->dpo__none,0.7309603691101074
19,first_gen,v_over,sft__none->final__none,0.7173908948898315
19,first_gen,v_over,dpo__none->final__none,0.9924043416976929
24,pre_gen,harmless,base__none->sft__none,0.45064806938171387
24,pre_gen,harmless,base__none->dpo__none,0.3738539218902588
24,pre_gen,harmless,base__none->final__none,0.37341392040252686
24,pre_gen,harmless,sft__none->dpo__none,0.9074224829673767
24,pre_gen,harmless,sft__none->final__none,0.9054322838783264
24,pre_gen,harmless,dpo__none->final__none,0.9985136985778809
24,pre_gen,pseudo_harm,base__none->sft__none,0.3726727366447449
24,pre_gen,pseudo_harm,base__none->dpo__none,0.3114479184150696
24,pre_gen,pseudo_harm,base__none->final__none,0.31232255697250366
24,pre_gen,pseudo_harm,sft__none->dpo__none,0.8053478002548218
24,pre_gen,pseudo_harm,sft__none->final__none,0.8002706170082092
24,pre_gen,pseudo_harm,dpo__none->final__none,0.9982790350914001
24,pre_gen,harmful,base__none->sft__none,0.3349453806877136
24,pre_gen,harmful,base__none->dpo__none,0.29097282886505127
24,pre_gen,harmful,base__none->final__none,0.2923063635826111
24,pre_gen,harmful,sft__none->dpo__none,0.943606436252594
24,pre_gen,harmful,sft__none->final__none,0.942084550857544
24,pre_gen,harmful,dpo__none->final__none,0.9992959499359131
24,pre_gen,v_ref,base__none->sft__none,0.11561831831932068
24,pre_gen,v_ref,base__none->dpo__none,0.1220468133687973
24,pre_gen,v_ref,base__none->final__none,0.12036068737506866
24,pre_gen,v_ref,sft__none->dpo__none,0.9511127471923828
24,pre_gen,v_ref,sft__none->final__none,0.9484457969665527
24,pre_gen,v_ref,dpo__none->final__none,0.9993096590042114
24,pre_gen,v_over,base__none->sft__none,0.2182786911725998
24,pre_gen,v_over,base__none->dpo__none,0.15978097915649414
24,pre_gen,v_over,base__none->final__none,0.15983498096466064
24,pre_gen,v_over,sft__none->dpo__none,0.6701573133468628
24,pre_gen,v_over,sft__none->final__none,0.6597286462783813
24,pre_gen,v_over,dpo__none->final__none,0.9968680143356323
24,first_gen,harmless,base__none->sft__none,0.563456118106842
24,first_gen,harmless,base__none->dpo__none,0.43529707193374634
24,first_gen,harmless,base__none->final__none,0.43129146099090576
24,first_gen,harmless,sft__none->dpo__none,0.9139822721481323
24,first_gen,harmless,sft__none->final__none,0.9111825227737427
24,first_gen,harmless,dpo__none->final__none,0.9985802173614502
24,first_gen,pseudo_harm,base__none->sft__none,0.5552138686180115
24,first_gen,pseudo_harm,base__none->dpo__none,0.467820942401886
24,first_gen,pseudo_harm,base__none->final__none,0.46335700154304504
24,first_gen,pseudo_harm,sft__none->dpo__none,0.826352059841156
24,first_gen,pseudo_harm,sft__none->final__none,0.8176326751708984
24,first_gen,pseudo_harm,dpo__none->final__none,0.9967391490936279
24,first_gen,harmful,base__none->sft__none,0.3999183177947998
24,first_gen,harmful,base__none->dpo__none,0.3418833315372467
24,first_gen,harmful,base__none->final__none,0.3423662781715393
24,first_gen,harmful,sft__none->dpo__none,0.9509180784225464
24,first_gen,harmful,sft__none->final__none,0.9502285122871399
24,first_gen,harmful,dpo__none->final__none,0.9993913769721985
24,first_gen,v_ref,base__none->sft__none,0.19473980367183685
24,first_gen,v_ref,base__none->dpo__none,0.18921032547950745
24,first_gen,v_ref,base__none->final__none,0.19023051857948303
24,first_gen,v_ref,sft__none->dpo__none,0.9518529176712036
24,first_gen,v_ref,sft__none->final__none,0.9485587477684021
24,first_gen,v_ref,dpo__none->final__none,0.9991793632507324
24,first_gen,v_over,base__none->sft__none,0.08041243255138397
24,first_gen,v_over,base__none->dpo__none,0.0680072158575058
24,first_gen,v_over,base__none->final__none,0.059162601828575134
24,first_gen,v_over,sft__none->dpo__none,0.7589553594589233
24,first_gen,v_over,sft__none->final__none,0.7380748391151428
24,first_gen,v_over,dpo__none->final__none,0.9913191199302673
26,pre_gen,harmless,base__none->sft__none,0.45223748683929443
26,pre_gen,harmless,base__none->dpo__none,0.37169039249420166
26,pre_gen,harmless,base__none->final__none,0.3708030581474304
26,pre_gen,harmless,sft__none->dpo__none,0.906926155090332
26,pre_gen,harmless,sft__none->final__none,0.9052948355674744
26,pre_gen,harmless,dpo__none->final__none,0.9983873963356018
26,pre_gen,pseudo_harm,base__none->sft__none,0.37560635805130005
26,pre_gen,pseudo_harm,base__none->dpo__none,0.31152403354644775
26,pre_gen,pseudo_harm,base__none->final__none,0.31193268299102783
26,pre_gen,pseudo_harm,sft__none->dpo__none,0.8106648921966553
26,pre_gen,pseudo_harm,sft__none->final__none,0.8054792881011963
26,pre_gen,pseudo_harm,dpo__none->final__none,0.9981739521026611
26,pre_gen,harmful,base__none->sft__none,0.3428955078125
26,pre_gen,harmful,base__none->dpo__none,0.2912234663963318
26,pre_gen,harmful,base__none->final__none,0.29289335012435913
26,pre_gen,harmful,sft__none->dpo__none,0.9413410425186157
26,pre_gen,harmful,sft__none->final__none,0.9397943019866943
26,pre_gen,harmful,dpo__none->final__none,0.9991964101791382
26,pre_gen,v_ref,base__none->sft__none,0.10944981873035431
26,pre_gen,v_ref,base__none->dpo__none,0.10999293625354767
26,pre_gen,v_ref,base__none->final__none,0.10833552479743958
26,pre_gen,v_ref,sft__none->dpo__none,0.944873571395874
26,pre_gen,v_ref,sft__none->final__none,0.9416096210479736
26,pre_gen,v_ref,dpo__none->final__none,0.9991898536682129
26,pre_gen,v_over,base__none->sft__none,0.21812523901462555
26,pre_gen,v_over,base__none->dpo__none,0.15361294150352478
26,pre_gen,v_over,base__none->final__none,0.15289290249347687
26,pre_gen,v_over,sft__none->dpo__none,0.6769821643829346
26,pre_gen,v_over,sft__none->final__none,0.6657488942146301
26,pre_gen,v_over,dpo__none->final__none,0.9965980052947998
26,first_gen,harmless,base__none->sft__none,0.5657786130905151
26,first_gen,harmless,base__none->dpo__none,0.42780834436416626
26,first_gen,harmless,base__none->final__none,0.4238097071647644
26,first_gen,harmless,sft__none->dpo__none,0.9057507514953613
26,first_gen,harmless,sft__none->final__none,0.9035661220550537
26,first_gen,harmless,dpo__none->final__none,0.9983805418014526
26,first_gen,pseudo_harm,base__none->sft__none,0.5462391972541809
26,first_gen,pseudo_harm,base__none->dpo__none,0.44909125566482544
26,first_gen,pseudo_harm,base__none->final__none,0.44540393352508545
26,first_gen,pseudo_harm,sft__none->dpo__none,0.8145573735237122
26,first_gen,pseudo_harm,sft__none->final__none,0.8068914413452148
26,first_gen,pseudo_harm,dpo__none->final__none,0.9966681599617004
26,first_gen,harmful,base__none->sft__none,0.3938519358634949
26,first_gen,harmful,base__none->dpo__none,0.33245009183883667
26,first_gen,harmful,base__none->final__none,0.33286815881729126
26,first_gen,harmful,sft__none->dpo__none,0.9453508853912354
26,first_gen,harmful,sft__none->final__none,0.9452807307243347
26,first_gen,harmful,dpo__none->final__none,0.9992942810058594
26,first_gen,v_ref,base__none->sft__none,0.18716634809970856
26,first_gen,v_ref,base__none->dpo__none,0.17888900637626648
26,first_gen,v_ref,base__none->final__none,0.17975115776062012
26,first_gen,v_ref,sft__none->dpo__none,0.9474072456359863
26,first_gen,v_ref,sft__none->final__none,0.9450551867485046
26,first_gen,v_ref,dpo__none->final__none,0.9991296529769897
26,first_gen,v_over,base__none->sft__none,0.09460161626338959
26,first_gen,v_over,base__none->dpo__none,0.07171007990837097
26,first_gen,v_over,base__none->final__none,0.06233818829059601
26,first_gen,v_over,sft__none->dpo__none,0.7520445585250854
26,first_gen,v_over,sft__none->final__none,0.7313076257705688
26,first_gen,v_over,dpo__none->final__none,0.9913964867591858
31,pre_gen,harmless,base__none->sft__none,-0.04754721745848656
31,pre_gen,harmless,base__none->dpo__none,-0.13350185751914978
31,pre_gen,harmless,base__none->final__none,-0.1331602782011032
31,pre_gen,harmless,sft__none->dpo__none,0.9487682580947876
31,pre_gen,harmless,sft__none->final__none,0.945784330368042
31,pre_gen,harmless,dpo__none->final__none,0.9987317323684692
31,pre_gen,pseudo_harm,base__none->sft__none,0.09944310784339905
31,pre_gen,pseudo_harm,base__none->dpo__none,0.02300696074962616
31,pre_gen,pseudo_harm,base__none->final__none,0.02613275870680809
31,pre_gen,pseudo_harm,sft__none->dpo__none,0.9086464643478394
31,pre_gen,pseudo_harm,sft__none->final__none,0.9052335023880005
31,pre_gen,pseudo_harm,dpo__none->final__none,0.9986093044281006
31,pre_gen,harmful,base__none->sft__none,-0.004025621339678764
31,pre_gen,harmful,base__none->dpo__none,-0.0451459065079689
31,pre_gen,harmful,base__none->final__none,-0.0431898832321167
31,pre_gen,harmful,sft__none->dpo__none,0.9472255110740662
31,pre_gen,harmful,sft__none->final__none,0.9451137185096741
31,pre_gen,harmful,dpo__none->final__none,0.9990687966346741
31,pre_gen,v_ref,base__none->sft__none,0.058015983551740646
31,pre_gen,v_ref,base__none->dpo__none,0.03078519180417061
31,pre_gen,v_ref,base__none->final__none,0.030424855649471283
31,pre_gen,v_ref,sft__none->dpo__none,0.8990315198898315
31,pre_gen,v_ref,sft__none->final__none,0.8913057446479797
31,pre_gen,v_ref,dpo__none->final__none,0.9986529350280762
31,pre_gen,v_over,base__none->sft__none,0.16598597168922424
31,pre_gen,v_over,base__none->dpo__none,0.09952675551176071
31,pre_gen,v_over,base__none->final__none,0.10090667009353638
31,pre_gen,v_over,sft__none->dpo__none,0.6346074938774109
31,pre_gen,v_over,sft__none->final__none,0.6229476928710938
31,pre_gen,v_over,dpo__none->final__none,0.9952589273452759
31,first_gen,harmless,base__none->sft__none,0.28018718957901
31,first_gen,harmless,base__none->dpo__none,0.1845921128988266
31,first_gen,harmless,base__none->final__none,0.18092846870422363
31,first_gen,harmless,sft__none->dpo__none,0.8338305950164795
31,first_gen,harmless,sft__none->final__none,0.8289687037467957
31,first_gen,harmless,dpo__none->final__none,0.9965648651123047
31,first_gen,pseudo_harm,base__none->sft__none,0.3806055784225464
31,first_gen,pseudo_harm,base__none->dpo__none,0.22575587034225464
31,first_gen,pseudo_harm,base__none->final__none,0.2201569378376007
31,first_gen,pseudo_harm,sft__none->dpo__none,0.7728387117385864
31,first_gen,pseudo_harm,sft__none->final__none,0.7604584693908691
31,first_gen,pseudo_harm,dpo__none->final__none,0.9953537583351135
31,first_gen,harmful,base__none->sft__none,0.3014673590660095
31,first_gen,harmful,base__none->dpo__none,0.25676462054252625
31,first_gen,harmful,base__none->final__none,0.2552790343761444
31,first_gen,harmful,sft__none->dpo__none,0.9468770027160645
31,first_gen,harmful,sft__none->final__none,0.9430590271949768
31,first_gen,harmful,dpo__none->final__none,0.9991925954818726
31,first_gen,v_ref,base__none->sft__none,0.16347332298755646
31,first_gen,v_ref,base__none->dpo__none,0.17128872871398926
31,first_gen,v_ref,base__none->final__none,0.16313430666923523
31,first_gen,v_ref,sft__none->dpo__none,0.93772292137146
31,first_gen,v_ref,sft__none->final__none,0.9319084882736206
31,first_gen,v_ref,dpo__none->final__none,0.9985877275466919
31,first_gen,v_over,base__none->sft__none,0.14461390674114227
31,first_gen,v_over,base__none->dpo__none,0.059059254825115204
31,first_gen,v_over,base__none->final__none,0.03594057261943817
31,first_gen,v_over,sft__none->dpo__none,0.7276043891906738
31,first_gen,v_over,sft__none->final__none,0.6980758309364319
31,first_gen,v_over,dpo__none->final__none,0.9905723333358765
