checkpoint,layer,pos,source,grp,n,t,off_axis,t_lo,t_hi,off_lo,off_hi
dpo__none,19,last_prompt,xstest,pseudo_acc,212,-0.13517949104606072,1.149540150899442,-0.17201784687142752,-0.08569593339695859,1.1043271797524479,1.2162690541505157
dpo__none,19,last_prompt,xstest,pseudo_ref,237,0.2954423986114405,1.521442628581923,0.2324369146461366,0.3498223880320646,1.451271628908986,1.60240918382404
dpo__none,19,first_gen,all,pseudo_all,1449,0.3325623177885662,0.2331384806543513,0.30730326098244143,0.359904918384572,0.22657679089306726,0.24665449482563043
dpo__none,19,first_gen,all,pseudo_acc,814,-0.014478857388829024,0.26681054732068044,-0.02407704908952752,-0.0037974063144604526,0.25729401991995793,0.2883998203839701
dpo__none,19,first_gen,all,pseudo_ref,635,0.7774308286844294,0.31452227840124175,0.7404661951269939,0.8183091766901961,0.3046341615862001,0.33010461381031403
dpo__none,19,first_gen,false_reject,pseudo_acc,169,0.011729824140601206,0.3959191443591326,-0.011454696707698879,0.042518696349382226,0.37930825201689955,0.43488109053652574
dpo__none,19,first_gen,false_reject,pseudo_ref,331,0.7068483408523561,0.3943156100573974,0.651957163601563,0.7613052485109516,0.3813567543695236,0.419548513800112
dpo__none,19,first_gen,or_bench,pseudo_acc,433,-0.027205425661863205,0.4241311174190547,-0.04034918132328875,-0.01263347158480444,0.39629803672313746,0.4570690937050009
dpo__none,19,first_gen,or_bench,pseudo_ref,67,0.5595366136191247,0.33621607614334703,0.42941417707294277,0.6798792729102374,0.33037712370666233,0.39675040086243285
dpo__none,19,first_gen,xstest,pseudo_acc,212,-0.009378192544840762,0.3651611309175438,-0.022741614259264124,0.008313770407797816,0.34903987658057306,0.3988295057375669
dpo__none,19,first_gen,xstest,pseudo_ref,237,0.9376068457673423,0.4521759401368862,0.8850254060753134,0.9873564222817856,0.4341936530963229,0.4768898309668421
dpo__none,26,last_prompt,all,pseudo_all,1449,0.05460723782960127,0.8743974317333814,0.028184448729884425,0.08867769676577514,0.8320484762152953,0.918060675414149
dpo__none,26,last_prompt,all,pseudo_acc,814,-0.0634691472139757,0.871220470411093,-0.08671343744100919,-0.028383270731015618,0.8322499015677721,0.9304443887867979
dpo__none,26,last_prompt,all,pseudo_ref,635,0.20596816875607835,0.9849905279617206,0.17099751361338075,0.24914930386990347,0.9488045749436949,1.0360848937952556
dpo__none,26,last_prompt,false_reject,pseudo_acc,169,-0.016513939010599134,1.0848320899289057,-0.050985133102244326,0.029499218448772502,1.0501626281237018,1.1699213867457292
dpo__none,26,last_prompt,false_reject,pseudo_ref,331,0.21400095520919013,1.0394006717684685,0.17402614615800896,0.26020434267903214,0.9992727874573285,1.1035597606251892
dpo__none,26,last_prompt,or_bench,pseudo_acc,433,-0.05236738256667876,1.0376359157152464,-0.0775785486708648,-0.013885065848052519,0.9909125880624644,1.0954141071789671
dpo__none,26,last_prompt,or_bench,pseudo_ref,67,0.1112958897167721,1.0059782532826074,0.05136994648843439,0.18186523036608898,0.9879242539485515,1.1413954397822321
dpo__none,26,last_prompt,xstest,pseudo_acc,212,-0.12357527023086483,1.0622153085377846,-0.15545156270976757,-0.07627682496947023,1.027945186807171,1.1293162575355131
dpo__none,26,last_prompt,xstest,pseudo_ref,237,0.22151329916180337,1.3592983866688244,0.18291512548813535,0.2705688906521497,1.2995713225882704,1.4326034970144408
dpo__none,26,first_gen,all,pseudo_all,1449,0.3283148746523056,0.18438313000575182,0.30285373053231496,0.35535421935022976,0.18033929174363159,0.19564895825895687
dpo__none,26,first_gen,all,pseudo_acc,814,-0.010720680322100936,0.20220964602316246,-0.020815314915027704,-0.0002931344533022712,0.19488581865248192,0.2209804869491482
dpo__none,26,first_gen,all,pseudo_ref,635,0.7629210920052042,0.28122888971731064,0.7218542358195357,0.8020585175921136,0.2709449606310563,0.299622925869119
dpo__none,26,first_gen,false_reject,pseudo_acc,169,0.011542774360655986,0.2886303224377498,-0.013301218877216312,0.03909940240460033,0.285346159898283,0.3249378786411254
dpo__none,26,first_gen,false_reject,pseudo_ref,331,0.6900816673444702,0.37860560209393085,0.6365685090272901,0.7463197871562433,0.36271156635142243,0.40546629290026737
dpo__none,26,first_gen,or_bench,pseudo_acc,433,-0.020061031190757663,0.33118130864403533,-0.029365704109182614,-0.006995449441821861,0.3123015302927277,0.36534743061799324
dpo__none,26,first_gen,or_bench,pseudo_ref,67,0.5546335702148059,0.3224660340098393,0.42433730813743625,0.6725092232287257,0.31051794121165766,0.37965544282012553
dpo__none,26,first_gen,xstest,pseudo_acc,212,-0.009391200094659866,0.2761645116906622,-0.022003355461793377,0.0020142611309201556,0.2723606913640544,0.3123653786725622
dpo__none,26,first_gen,xstest,pseudo_ref,237,0.9235333839231781,0.39769429134635764,0.8725090109942374,0.9699644885924197,0.3804719943133803,0.42322059140181273
dpo__none,31,last_prompt,all,pseudo_all,1449,-0.17417928789636755,0.6871978029088264,-0.2025316524515337,-0.13988611983337385,0.6473487096341873,0.7403649799804994
dpo__none,31,last_prompt,all,pseudo_acc,814,-0.263035827091458,0.6768049841099492,-0.29357612271560524,-0.22894802987304128,0.6342300603197125,0.7354499269741299
dpo__none,31,last_prompt,all,pseudo_ref,635,-0.06027497504470603,0.7678952694981817,-0.09564387495713406,-0.01607600221640696,0.7236834354513002,0.8248918304127968
dpo__none,31,last_prompt,false_reject,pseudo_acc,169,-0.2090181520403074,0.8167354714211142,-0.2501168558285716,-0.16182810239245354,0.7753052326994386,0.8939897020677524
dpo__none,31,last_prompt,false_reject,pseudo_ref,331,-0.05020978093512654,0.8010946463815347,-0.09921812255033312,0.0016914443024659259,0.7574635930909821,0.8617460035516078
dpo__none,31,last_prompt,or_bench,pseudo_acc,433,-0.2912970373808475,0.7844581374499051,-0.3230509115314917,-0.2531530753479731,0.7460960628768469,0.8494858905557454
dpo__none,31,last_prompt,or_bench,pseudo_ref,67,-0.17036779765055396,0.7728417519816831,-0.2281690241670287,-0.09059661018664564,0.7291809889476774,0.8956076038723181
dpo__none,31,last_prompt,xstest,pseudo_acc,212,-0.24837488890190557,0.8041640120275418,-0.27937325624894366,-0.21111464900123378,0.7674380302405213,0.8734464519955782
dpo__none,31,last_prompt,xstest,pseudo_ref,237,-0.043209003972552326,1.0220555774897024,-0.07640689880018776,-0.003071435169600557,0.9687469342123354,1.0878601637510161
dpo__none,31,first_gen,all,pseudo_all,1449,0.32774786345941026,0.19091234308785948,0.30032463438185714,0.3544797948500623,0.186116758973209,0.20539866977691884
dpo__none,31,first_gen,all,pseudo_acc,814,-0.0295584682895494,0.23824547878794586,-0.04160308809482343,-0.014795854868213349,0.22655051065966922,0.2642174805814143
dpo__none,31,first_gen,all,pseudo_ref,635,0.7857751892028566,0.25046382748723767,0.7436713342677295,0.8266406198472849,0.2389714464379155,0.2668740536732396
dpo__none,31,first_gen,false_reject,pseudo_acc,169,-0.007835406897252898,0.3398978246648186,-0.03456481832077296,0.026140758993469085,0.33168802511980655,0.38362359968874227
dpo__none,31,first_gen,false_reject,pseudo_ref,331,0.6997765752594924,0.35159556462666575,0.6419009302602147,0.7527410440333788,0.33672950186910855,0.37866483756107977
dpo__none,31,first_gen,or_bench,pseudo_acc,433,-0.047611704169050195,0.40805099722663085,-0.06141097126745099,-0.03240761908569729,0.3827199919908423,0.4499021657597839
dpo__none,31,first_gen,or_bench,pseudo_ref,67,0.5808117965444318,0.3100644787839322,0.44590431324344015,0.7214486132615754,0.3060639787683808,0.3713265036247493
dpo__none,31,first_gen,xstest,pseudo_acc,212,-0.01000254952176641,0.32749824186270826,-0.02840259110281542,0.00662387873403362,0.31785005794271537,0.37252678961153834
dpo__none,31,first_gen,xstest,pseudo_ref,237,0.9638261805650673,0.371815135377488,0.9028144132963952,1.0215045175293098,0.3508410361991289,0.40250927887366195
final__none,8,last_prompt,all,pseudo_all,1449,-0.028613236902512242,0.9476474680802011,-0.05818525921240498,0.01635287064442214,0.8905817128836223,1.0055855210637143
final__none,8,last_prompt,all,pseudo_acc,835,-0.10356494725506028,0.9312321489225459,-0.1291076885181704,-0.06102406394342319,0.8729897874545871,0.980595635827335
final__none,8,last_prompt,all,pseudo_ref,614,0.07331621814670457,1.0502747772802792,0.04096589661295886,0.11765668344437909,0.98301140443187,1.10509414020836
final__none,8,last_prompt,false_reject,pseudo_acc,183,-0.021064616513033502,1.253120922734928,-0.062064834083664165,0.0374314501600143,1.18490503300665,1.3278409443354995
final__none,8,last_prompt,false_reject,pseudo_ref,316,0.10882589797977547,1.2333575447702065,0.06285675302885228,0.16358165204072597,1.156955075106355,1.3126836009847653
final__none,8,last_prompt,or_bench,pseudo_acc,437,-0.06326087361665556,1.1529748059997595,-0.09862522921851577,-0.015643721711815904,1.0786465124732665,1.2151539604066008
final__none,8,last_prompt,or_bench,pseudo_ref,63,0.03889164142167233,1.1196772964469295,-0.01953740054218085,0.11489050588512097,1.0673319898865372,1.2321772459491716
final__none,8,last_prompt,xstest,pseudo_acc,215,-0.2557065893006837,1.1294678410794499,-0.2874458527151988,-0.20487918386843013,1.0646245923091462,1.2003850311492017
final__none,8,last_prompt,xstest,pseudo_ref,235,0.03479573329665743,1.4750057736765663,-0.0063462970156984485,0.08425475443530377,1.3786024849010974,1.5601594144211257
final__none,8,first_gen,all,pseudo_all,1449,0.29034464338168336,0.3360065000557233,0.2577559514795593,0.320220376586096,0.3241521275600227,0.35436234181296156
final__none,8,first_gen,all,pseudo_acc,835,-0.08786722485108993,0.4004935045929734,-0.10423246364433711,-0.06666025449053317,0.38284156334364555,0.4347054731522238
final__none,8,first_gen,all,pseudo_ref,614,0.8046881452071636,0.39421503975732436,0.7627002368398416,0.8473085855843031,0.3776687357059626,0.41440190021206064
final__none,8,first_gen,false_reject,pseudo_acc,183,-0.005776804307667525,0.5496236681280344,-0.046390255026147964,0.04460429086351015,0.5165477783588281,0.6052011074351338
final__none,8,first_gen,false_reject,pseudo_ref,316,0.7341190338837297,0.4314310204441569,0.6812102065186005,0.8016822224946161,0.41970027148020667,0.45045656420580465
final__none,8,first_gen,or_bench,pseudo_acc,437,-0.1465877366002287,0.6380035523432183,-0.16717248698741402,-0.12040422930696905,0.5922579714283859,0.7003653883639623
final__none,8,first_gen,or_bench,pseudo_ref,63,0.6086454388438809,0.40054813732821115,0.45424746069148664,0.7335860273746133,0.36672464838188024,0.5287854357667383
final__none,8,first_gen,xstest,pseudo_acc,215,-0.03838666226374476,0.5843393358167447,-0.0705883390384099,-0.006662368536808918,0.5562847837347129,0.6405909086973403
final__none,8,first_gen,xstest,pseudo_ref,235,0.9521372125521441,0.5907646680964734,0.9021526963409233,1.0098102197037158,0.5643042030445308,0.6209856180807012
final__none,19,last_prompt,all,pseudo_all,1449,0.0794819918972052,1.0079297958687659,0.046558287430942036,0.12505844241927844,0.957886882755154,1.0524280040038394
final__none,19,last_prompt,all,pseudo_acc,835,-0.06409125964444155,0.9884373904431994,-0.09612245767395329,-0.01923709400792631,0.9405394661651395,1.0426538471793638
final__none,19,last_prompt,all,pseudo_ref,614,0.2747322572796137,1.1584673863240058,0.22944419115199033,0.3281570179534587,1.1026964845270644,1.2100030060846263
final__none,19,last_prompt,false_reject,pseudo_acc,183,0.011049166074702755,1.2197688676836234,-0.04266486352742398,0.06937325365090198,1.1610933470211384,1.2944109090971123
final__none,19,last_prompt,false_reject,pseudo_ref,316,0.278234381930267,1.2451003806238439,0.23190493505147197,0.3350176825210913,1.186883038519573,1.3115104162096223
final__none,19,last_prompt,or_bench,pseudo_acc,437,-0.06189515062403686,1.193148986146735,-0.09695664404317617,-0.01782791142193655,1.1349309734891557,1.2563330468141487
final__none,19,last_prompt,or_bench,pseudo_ref,63,0.14393913722085552,1.2005762713474493,0.07714033007859082,0.23431674069174477,1.150874766905214,1.3297317885585562
final__none,19,last_prompt,xstest,pseudo_acc,215,-0.13251168255654483,1.1457673609005523,-0.1723238173356946,-0.07626824613691098,1.1036084597162532,1.2123881919828055
final__none,19,last_prompt,xstest,pseudo_ref,235,0.3050866908561791,1.5284874126589956,0.25196166474760245,0.36793904011086587,1.4574966927406012,1.59850310813318
final__none,19,first_gen,all,pseudo_all,1449,0.33599298415125817,0.2358738428651853,0.3088532814334346,0.3626142416049039,0.2294430874096594,0.24857319132067135
final__none,19,first_gen,all,pseudo_acc,835,-0.00983622508673362,0.2669566454886461,-0.022039283822781825,0.002355355290906069,0.25580561942581687,0.2863101788320305
final__none,19,first_gen,all,pseudo_ref,614,0.8062982000886001,0.32111649318252383,0.7709547258813202,0.8422773004421037,0.31086701176264564,0.3352519840268099
final__none,19,first_gen,false_reject,pseudo_acc,183,0.02297024606290085,0.4032152601473199,-0.004015323442231921,0.05129488623610809,0.38961877847042464,0.4386464686225117
final__none,19,first_gen,false_reject,pseudo_ref,316,0.736848192555333,0.4051922655755952,0.6775008316019527,0.7928093190008938,0.38971924141125547,0.42706322604416064
final__none,19,first_gen,or_bench,pseudo_acc,437,-0.025291618894994185,0.4225400430066316,-0.03643849642378212,-0.008225252693310883,0.3970439180926164,0.4615367052048183
final__none,19,first_gen,or_bench,pseudo_ref,63,0.6143508697282208,0.3478807715512152,0.4976566392871325,0.7393240210080547,0.3417053783945886,0.4070560161994942
final__none,19,first_gen,xstest,pseudo_acc,215,-0.00634589503765969,0.3645901674228171,-0.020949455941366203,0.008805406789351532,0.35221821942114384,0.40035505131302185
final__none,19,first_gen,xstest,pseudo_ref,235,0.9511445053385748,0.45524739574712625,0.8987165045827654,1.0011636165724451,0.43700334807817764,0.4816837865443105
final__none,26,last_prompt,all,pseudo_all,1449,0.056147401145796395,0.8710380187590846,0.03259701108020643,0.09617190536300134,0.8254392986207382,0.9168199017444866
final__none,26,last_prompt,all,pseudo_acc,835,-0.056137147132143565,0.8595938392004038,-0.08192884987496535,-0.019368969408615707,0.8059064589852288,0.9089899244144058
final__none,26,last_prompt,all,pseudo_ref,614,0.2088470841848425,0.9970423712363765,0.1718297224723738,0.2509568199113402,0.9475384415710374,1.0524744562637267
final__none,26,last_prompt,false_reject,pseudo_acc,183,0.007365156608262658,1.055387401440063,-0.033557814474290515,0.064136491631052,1.0055429071309938,1.1372588650337738
final__none,26,last_prompt,false_reject,pseudo_ref,316,0.21440126752950012,1.0504845948533417,0.1692790519485181,0.26404307742415933,1.0014596717632966,1.120292245420628
final__none,26,last_prompt,or_bench,pseudo_acc,437,-0.04914908950394578,1.031809303788824,-0.0731946538245737,-0.009680399000010005,0.9769078474946035,1.0954130120841732
final__none,26,last_prompt,or_bench,pseudo_ref,63,0.11277268957048331,1.0273945548630212,0.06161989904801525,0.19019527544871148,0.993164586911484,1.1578186322689883
final__none,26,last_prompt,xstest,pseudo_acc,215,-0.12439159154335784,1.055734554036285,-0.16144766930401203,-0.07649475122599442,1.0110701729509906,1.1305516786737637
final__none,26,last_prompt,xstest,pseudo_ref,235,0.22713458601403858,1.3636384411388605,0.1860317541233462,0.27528423176319383,1.291925998064101,1.4407862280673267
final__none,26,first_gen,all,pseudo_all,1449,0.3302803418334369,0.1862821984373713,0.3024751175077822,0.3549091352180861,0.18205894610039597,0.19795447720060685
final__none,26,first_gen,all,pseudo_acc,835,-0.008422489732144357,0.19976625610387133,-0.017852981506286014,0.002008244137584635,0.19382267165135544,0.21813069803337046
final__none,26,first_gen,all,pseudo_ref,614,0.790894129264337,0.2901221997219803,0.7452963768698762,0.8277732613693624,0.27861503852967906,0.3078456308169425
final__none,26,first_gen,false_reject,pseudo_acc,183,0.017295793808035757,0.292194722833038,-0.0049652841164001815,0.045378937025842905,0.28931613730669414,0.32692406347381364
final__none,26,first_gen,false_reject,pseudo_ref,316,0.7198524384762485,0.3945369608946456,0.6607202491378884,0.7812720500551592,0.3745825826716076,0.41942452576609573
final__none,26,first_gen,or_bench,pseudo_acc,437,-0.019483591616954694,0.32882286825808177,-0.02932570686000769,-0.006455936538698569,0.3057328676357479,0.3649875138690773
final__none,26,first_gen,or_bench,pseudo_ref,63,0.6031285171659715,0.3381162364640083,0.47473514368599595,0.7254930306590326,0.32561221569633336,0.40279776916717547
final__none,26,first_gen,xstest,pseudo_acc,215,-0.007830605327980671,0.2727817972680419,-0.017930635611253968,0.0047579357415259045,0.26928166702658163,0.3063421019663629
final__none,26,first_gen,xstest,pseudo_ref,235,0.9367596988254697,0.4008341954288848,0.8867767736380706,0.9872502224601525,0.383596288269356,0.4286708054900466
final__none,31,last_prompt,all,pseudo_all,1449,-0.17393647525089165,0.6876822893200274,-0.2018055574256196,-0.14068621301929748,0.6458163607002707,0.7409730282529596
final__none,31,last_prompt,all,pseudo_acc,835,-0.25324613365010223,0.6687292153095933,-0.2840140061342407,-0.21527461360214814,0.6235679719288751,0.7309359535217019
final__none,31,last_prompt,all,pseudo_ref,614,-0.0660805161811196,0.7828565730619084,-0.09518504673586554,-0.029222759882623087,0.7380203566331951,0.8375650462011021
final__none,31,last_prompt,false_reject,pseudo_acc,183,-0.1751783322664167,0.7899372611063685,-0.22203441850234562,-0.10780103395311569,0.7469548943284517,0.8585417439930396
final__none,31,last_prompt,false_reject,pseudo_ref,316,-0.06177620657730169,0.816384520503252,-0.10816557216870787,-0.015882111652823702,0.7684666749593135,0.8787535942899013
final__none,31,last_prompt,or_bench,pseudo_acc,437,-0.2873805712830127,0.781977918099743,-0.31650445752446615,-0.2465355662923997,0.7331200629887293,0.850768097754145
final__none,31,last_prompt,or_bench,pseudo_ref,63,-0.18141396220766026,0.8047643206622757,-0.23864358392424878,-0.10944149108307485,0.7763505060251882,0.919299114593998
final__none,31,last_prompt,xstest,pseudo_acc,215,-0.25031430356031137,0.807455528771765,-0.2831638007305574,-0.2091433337265913,0.7612602216851252,0.8782248051925666
final__none,31,last_prompt,xstest,pseudo_ref,235,-0.040949259013357796,1.0295341461329683,-0.07324973721932558,-0.002890977453186843,0.9750891259485193,1.1055060019263756
final__none,31,first_gen,all,pseudo_all,1449,0.3321673145727121,0.1916790287460745,0.3028149103223615,0.35998014336266154,0.18762987660081593,0.205046715735162
final__none,31,first_gen,all,pseudo_acc,835,-0.023395736977397254,0.2315993442300437,-0.03443384472474353,-0.00957242229365493,0.22429489308078063,0.2586613899317085
final__none,31,first_gen,all,pseudo_ref,614,0.8157099288764674,0.25947816562541054,0.772535268976816,0.8605061422673547,0.2505171356704431,0.2792184227597049
final__none,31,first_gen,false_reject,pseudo_acc,183,0.00036062791191359436,0.34080121274256214,-0.02618585341883073,0.0372818393052926,0.3310740345142499,0.38450889974954144
final__none,31,first_gen,false_reject,pseudo_ref,316,0.7302814711990067,0.36813388725741086,0.6752447600305316,0.7868710876058498,0.3514850447299615,0.3969060895969537
final__none,31,first_gen,or_bench,pseudo_acc,437,-0.0418454244911602,0.40254338045039617,-0.05659034097875878,-0.026421948316200407,0.3697273723987122,0.44522556268695757
final__none,31,first_gen,or_bench,pseudo_ref,63,0.6334319351837323,0.3270998576722535,0.5099702383028664,0.7768172574935566,0.32042748049649056,0.3898332418554538
final__none,31,first_gen,xstest,pseudo_acc,215,-0.006116197614841305,0.32301804295438097,-0.023073439882752303,0.011394249244958106,0.31484620677126673,0.36560939350019844
final__none,31,first_gen,xstest,pseudo_ref,235,0.9794499655919717,0.37731352398660556,0.9289726898930036,1.0290936810672233,0.3575434881816101,0.40266124243013546
